Name,breakfast,lunch,dinner,veg\nonveg,calories,fats,saturatedfats,sodium,carbohydrates,fiber,sugar,protein
Moong Sabzi (Lentil Vegetable Mix),0,1,1,0,296.7,5.5,0.7,9.7,45.2,20.9,4.7,17.7
Moong ki pakori,1,1,1,0,21.6,0.1,0,781.1,5,0.8,1.6,0.5
Sprouted Moong and Methi Pulao,0,1,1,0,317.8,4.4,2.4,63.6,60.5,6.3,11.3,9.4
Very Tasty Yellow Moong Dal (yellow lentils) and Rice Khichdi,0,1,1,0,176.7,1.8,0.3,296.6,34.1,4.9,0.5,5.9
Sweet n Sour Corn And Sprouted Moong,1,1,1,0,368.2,10.6,1.4,2806.8,59.3,6.1,7.7,14.6
kabuli chana,0,1,0,0,321.6,9.5,1.2,1063.3,44.1,19.4,5,16.6
moonglet,1,1,0,0,202,2.9,0.4,83.7,31.5,15.1,2.2,13.1
 Yellow Moong Dal Curry,0,1,0,0,236.3,12.2,1.6,1872.2,24,11,3.2,9.4
Baked Moong Bean and Coconut Custard,0,1,0,0,803.3,36,24.8,363.1,120.4,0,113.3,7.6
Moong Dal Dosas (Pancakes),0,1,0,0,223.8,0.6,0.1,5.8,42.8,12.7,3.1,12.1
Easy Moong Dal (Mashed Yellow Split Peas),0,1,0,0,330.7,8,1.3,594,48.5,19.6,7.5,18.7
Urad Dal,0,1,0,0,265.6,15.5,6.2,400.2,23.3,10.3,1.8,9.2
Urad Dal Chicken,0,1,0,1,231.2,9.3,1.6,57.7,13.3,4.1,3.3,23.7
chilla,1,1,0,0,208.1,2.5,1.4,617.9,32,14.7,3.9,14.6
Maa Chole Ki Dal(Urad and Chana Dal),0,1,0,0,419.1,14.7,1.9,17.4,53.6,23.1,5.5,20.1
Pigeon Pea Paste (Aka Arhar Dal or Toovar Dal),0,1,0,0,97.4,0.4,0.1,6.6,17.8,4.3,0,6.2
Basic Toovar Dal or Arhar Dal,0,1,0,0,169.9,0.5,0.1,584.3,28.9,14.7,1,12.4
Naan Bread Pizza,0,1,0,0,246.5,17,8.8,570.9,9.1,3.7,3.4,16.3
Roghi Naan,0,1,0,0,230.6,8.8,1.2,130.2,31.6,1.4,0.1,6
Soft Bread Machine Naan,0,1,0,0,191.5,7.1,2.9,108.6,26.7,1.4,1.3,5.1
Garlic Naan,0,1,0,0,262.8,11.7,1.7,243.7,34.2,1.2,5.4,5
Peshawari Naan Bread (Bread Machine),0,1,0,0,550,17.2,7.3,486.7,87.3,3.6,23.5,12.6
Naan-Berenji,0,1,0,0,4961,267,37.4,140,601.4,12,201.2,42.3
Cheese Onion Naan,0,1,1,0,182.5,2.3,1.2,200.9,29.7,1.6,3,10.4
Bread Machine Naan,0,1,1,0,323.9,2.1,0.5,601.3,63.5,4.5,5,13
Onion Stuffed Naan,0,1,1,0,320,11.2,6.5,451.7,47.1,2.3,2.8,7.5
Barbecue Chicken Naan Pizza Recipe,0,1,1,1,281.4,17.6,8.8,522.5,5.3,0.7,1.7,24.8
Masala bhindi Fry,0,1,1,0,481.6,18.8,2.7,60.2,71.7,23.9,15.9,20
Punjabi Bhindi Masala,0,1,1,0,833.1,43.9,6,178.1,106.3,40.6,27,25.1
Fried Bhindi,0,1,1,0,250.1,10.3,1.4,2375.7,36.3,16.7,5.8,10.8
Dahiwali bhindi,0,1,1,0,120.1,2.3,1.2,635.9,22.2,7.2,7,6.3
 Bhindi Masala,0,1,1,0,246.9,21.3,2.8,453.3,13.9,4,5.3,3.1
Bhindi Bhaji (Fried Stuffed Okra),0,1,1,0,266.3,21.4,2.8,329.9,22.4,8.5,4.2,4
Stuffed Bhindi,0,1,1,0,62.7,0.2,0.1,11.7,14.6,4.7,3.9,3
Alu Gobhi (potatoes and cauliflower),0,1,0,0,101.2,1.7,0.2,257.4,19.7,3.6,2.6,3.2
Gobhi(Cauliflower) Musallam,0,1,0,1,104.2,2.4,0.4,83.7,19,7.1,8.2,5.5
Tandoori Masala Gobhi(Tandoori Masala in Yoghurt Cauliflower),0,1,0,0,110.9,2.6,1.4,323.1,18.9,4.2,11.2,6.6
Roomali Paneer,0,1,0,0,123.6,7.2,0.9,13.6,14.7,2.3,5.6,2.3
Pudina Paneer,0,1,0,0,58.4,3.2,0.4,7,7.4,1.4,3.5,0.9
Paneer Pudding,0,1,0,0,403.7,15.2,2.4,16.1,62.9,3.4,52.5,7.5
Paneer Parathas,0,1,0,0,57.2,4.3,2.6,2.8,4.7,0.7,2.3,0.8
Paneer - Capsicum,0,1,0,0,130.9,8.2,4.9,41.4,13,2.6,5.3,3.3
Paneer tamatar ka khut,0,1,0,0,229,19.8,9,11.7,12.8,2.6,2.5,2.9
Paneer Mutter,0,1,0,0,367.1,25.9,6,42.9,28,7.2,12.9,9
Paneer Ke Gole,0,1,0,0,122.8,3.3,2.1,48.6,20.8,0,20.8,3
Palak Paneer,0,1,0,0,220.3,10.7,4.6,446.8,25.1,10.7,7.3,13.8
Paneer Enchiladas,0,1,0,0,680.1,52.4,26.6,345.4,44.3,6.1,5.2,12.6
Saag Gosht,0,1,0,1,609,45.5,19.3,223.3,13.7,3.6,6.6,37.2
Saag Aloo,0,1,0,0,183.4,0.7,0.1,92.1,40,7,3.5,7.1
Saag Paneer,0,1,0,0,194.8,10.4,6.2,182.9,19,4.7,7.2,10.2
Restaurant Standard Saag Aloo,0,1,0,0,434.3,24.4,6.3,1216.6,49.8,7.9,4.7,8.3
Saag Aloo,0,1,0,0,292.6,18.2,2.4,703.4,29,6.3,2.8,7.1
Masala Papad,0,1,1,0,30,0.2,0,5.7,6.9,1.4,3.6,1.1
Udad Dal Papads,0,1,1,0,201.7,7.3,1,53,24.1,4.5,4.5,9.3
Cinnamon Apple Salad,0,1,1,0,237,17.4,5.9,228.8,19.2,1,10.1,3
Christmas Cranberry Salad,0,1,1,0,316.9,15.9,7.3,100.3,44.9,2.5,35.5,2.3
Thai Cucumber Salad,0,1,1,1,39.4,1.3,0.2,697,7.3,1.4,3,1.7
Curry Chicken,0,1,1,1,284.4,15.3,3.8,61.3,20.4,2.5,2.6,15.9
Thai Fish Curry,0,1,1,1,498.5,35.4,23.3,311.9,12.8,1.6,1.4,35.5
Creamy Vegetable Curry with Rice,0,1,1,1,1763.4,65.3,45.4,1288,270.2,12.9,13,32
Sweet Chicken Curry,0,1,1,1,114.2,8.1,2.2,37.2,1,0.2,0.3,9
Murg Kari (Chicken Curry),0,1,1,1,404.7,28,18.1,195.3,14.3,5.3,4.1,25.9
Herbal Shaker,1,0,0,0,246.5,4.4,1.3,33.4,51.3,13.8,12.2,9.8
Pumpkin Shake,1,0,1,0,167.1,0.6,0.4,250.9,32.2,1.8,19,8
Power Shake for Breakfast,1,0,0,0,211,0.7,0.2,4.9,53.9,7.9,39.3,2.9
Apple Cocoa Shake,1,0,0,0,327.9,15.5,8.4,125.7,44.2,3.7,34.3,7
Easy Chocolate Shake,1,0,0,0,176,1,1,59.8,39.7,2,36,2
Banana Milkshake,1,0,0,0,141.1,0.5,0.2,3.1,31.6,5.5,15.6,1.5
Raspberry Cream Shake,1,0,1,0,61.5,0.5,0.1,79.1,12.1,2.7,1.8,4.3
Chocolate-Oats Bars,1,1,0,0,120.9,4.9,3,34.2,17.7,0.6,12.9,1.8
Almond Float Asian Dessert,0,0,1,0,159.2,1.4,0.8,22.8,34.9,1.4,31.8,3.2
Peasant Pizza With Goat Cheese,0,1,1,0,70.8,5.4,3.5,64.9,3.1,0.6,0.9,3
Oatmeal Buttermilk Pancakes,1,0,0,0,155.3,6.8,1.8,319.5,18.7,1.4,4.1,5.1
Oatmeal Pie,1,0,0,0,221.4,11.7,6,79.4,26,2,19.6,4.2
Cabbage Soup,0,0,1,0,103.6,0.4,0,959.3,25.1,4.8,17.7,4.3
Almond Pound Cake,1,0,0,0,277.3,13.9,8.2,377.8,33.4,1.5,7.6,5.3
Thai Cucumber Salad,1,1,0,1,39.4,1.3,0.2,697,7.3,1.4,3,1.7
Lime Pistachio Bars,1,0,0,0,147.1,7.6,4,15.7,17.9,0.5,10.6,2.3
Grilled Avocado Toast,1,0,0,0,3807.3,102.6,16.9,5279.2,605.9,40.8,33.6,126.5
Carrot & Tahini Sandwich,1,0,0,0,110.5,7.3,1,53.2,9.8,3.1,2.9,3.2
Carrot Cake ,1,0,0,0,1173.5,69.8,19.4,720.2,129.9,3.7,89.4,11.5
Light Cucumber Soup,1,0,1,0,113.7,1.6,0.8,80,20.3,1.1,9.2,6.2
Homemade Butter,1,1,0,0,68.4,7.3,4.6,7.5,0.6,0,0,0.4
Rajasthani Dahi Vada,1,1,0,0,103.9,3.8,2.4,338.6,6.7,0.1,4.5,10.5
Rajasthani Dal Potli,0,1,0,0,361.2,6.1,0.8,1276.3,61.2,20.3,7,18.3
Rajasthani Stuffed Chillies,0,1,0,0,222.7,12.5,1,6990.5,24,6.8,8.2,9.2
Rajasthani Kumda Aloo Ki Sabzi (Indian),0,1,0,0,143.2,9.9,6,32.9,13.4,2.1,2.4,1.9
 Daal Baati  ,0,1,0,0,247,5.3,2.3,465.2,43.2,8.1,2,10.1
Rajasthani Chicken,0,1,0,1,481.9,24.1,3.7,161.5,9.6,1.7,3.2,55.5
Gujrati Kadhi,0,1,0,0,86.6,5.1,1.2,694.6,6.2,1.1,2.2,4.7
Egg Noodles,0,1,0,1,540.3,7,2,83.7,95.8,3.4,0.8,20.2
Cheesecake Cupcakes with Blueberries,1,0,1,0,249.5,12.7,6.5,126.4,31.1,0.5,23.7,3.8
Cheese and Pineapple Dip,1,1,0,0,98.7,4.7,2.9,182.7,11.1,1.1,7,4.1
Cheese Rolls,0,1,1,0,66.5,0.8,0.2,127.8,12.7,0.6,1.1,1.9
Nancy's Italian Macaroni and Cheese,0,1,1,0,1679.1,60.6,36,3498.7,204,11.3,31.5,80.4
Strawberry Cheesecake,1,0,0,0,390.3,20.5,9.8,246.3,48.2,0.6,40.7,5.1
Salmon Cheese Ball,0,1,0,0,243.8,20.5,10.1,179.2,3.9,0.7,0.9,11.7
Layered Artichoke and Cheese Spread,0,1,0,0,899.1,80.5,41.5,1391.3,20.8,7.4,0.8,28.8
Creamy Cheese Sauce for Veggies (Low Carb),0,1,0,0,630.3,61,37.1,650.9,4.2,0.2,2.2,18.3
"Lentil, Tomato, and Goat Cheese Salad",0,1,0,0,248.2,18.5,5.7,140.3,12.2,4.1,2.8,10
Dahi Luchi,0,1,1,0,118.3,1.8,1,62.2,21.8,0.8,0.4,3.2
Kashmiri Dahi,1,1,1,0,81.6,3.6,1.8,38.2,10,0.3,8.9,3.2
Rajasthani Dahi Vada,1,0,0,0,103.9,3.8,2.4,338.6,6.7,0.1,4.5,10.5
Baghara Dahi,0,1,1,0,289.3,22.6,7,128.1,13.9,1,11.7,9.3
Dahiwali bhindi,0,1,1,0,120.1,2.3,1.2,635.9,22.2,7.2,7,6.3
Bread Dahi Bhale,0,1,1,0,654.6,22.5,12.4,1661.7,69.7,2.7,5.5,42.3
Tomato Dahi Chutney,0,1,1,0,140.5,11.5,2.6,204.4,3,0.5,1,6.7
Dahi Bhanta,0,1,1,0,239.9,15.7,3.1,1206.7,20.4,5.8,8,6.5
Sev Barfi,0,1,1,0,2542.2,102.2,57.1,1293.9,382.1,4.8,338.8,40.2
Seviyan ( Vermecilli Dessert ),1,0,0,0,689.3,26,15.7,8.3,108.9,3.3,57,9.3
Shahi Gatte,0,1,1,0,223.1,9.9,4.3,578,20.5,3.6,3.8,12.7
Gatte Ki Subji,0,1,1,0,257.7,21.2,9.6,262.4,12,3.9,5.1,8.1
Dum Paneer(Tofu) Kalimirch,0,1,1,0,343.4,18,8.2,913.6,33.3,6.6,12.7,17.4
Mirchi Ka Pakora,1,0,0,0,386,6.3,0.7,64.1,60.3,11.1,13.8,22.1
Bhari Hui Simla Mirch Ka Pakora,1,1,0,0,388.9,3.8,0.5,57.1,73.7,13.6,14.8,17.3
Mutton Mirch Masala,0,1,1,1,797.3,54.8,15.7,193.4,31.4,7.7,12,48.3
Mirch Ka Salan,0,1,1,0,957,63.8,8.5,155.7,96.4,16.4,40.4,19.4
Murgh Kaali Mirch,0,1,1,0,564.2,38.4,10.4,167.9,9.9,2.9,2,44.5
Courgette and Green Pepper 'sabzi',0,1,1,0,174.6,14.7,2.2,414.2,10.6,3.8,5.1,3.5
Kali Mirch Ka Murga(Spicy Chicken),0,1,1,1,631.2,37.3,9.3,527.9,31.8,4.8,6.8,45.4
Kali Mirch Murg (Chicken Curry With Black Pepper),0,1,1,1,320.2,11.7,3.1,155.9,9.1,1.7,6.8,43.3
Mirch Keema,0,1,1,0,233.3,14.9,2.3,60.6,6.4,1.3,1.6,18.7
Mirch Ka Pakora,0,1,1,0,165,1.5,0.2,27.2,32.8,5.2,9.6,7.7
Stuffed Mirchi,0,1,1,0,86.6,4.5,0.8,30.5,4.5,0.8,2.3,7.6
Mirchi Ka Salan,0,1,1,0,166.5,14,2.5,11.3,10.2,3,3.5,2.8
Sindhi Flatbreads With Black Pepper (Kali Mirch Ki Loli),0,1,1,0,121,13.6,1.8,582.3,0.2,0.1,0,0
Hot Chile Pepper Curry(Mirchi Ka Salan),0,1,1,0,273.7,17.5,2.7,19.1,28,4,6.3,6.2
Lahori Aloo,0,1,1,0,417.8,19.5,3.4,788.9,66.6,29.1,9.3,14.2
Lahori  Chargha,0,1,1,0,475.8,12.7,3,190.4,8.4,2.9,2.6,78.8
Lahori Machhli(Fish),0,1,1,1,211.7,2.5,0.3,84.1,18.7,3,3.8,28.1
Simple Lahori Chicken Curry,0,1,1,1,801.5,58.8,14.7,291.1,15.3,4.1,6.3,53
Trifle,1,0,0,0,253.8,3.9,0.4,172.5,48.9,3.9,27.9,6.2
Suffolk Trifle (English),1,0,0,0,625.7,43.4,25,142.4,49.5,1.7,37.8,7.8
Tutti Frutti Trifle,1,0,0,0,184.2,3.6,3,52.3,36.5,2.5,28.1,3.9
English Trifle - Guy Attwood,1,0,0,0,674,40.4,23.6,212,66.7,2.1,35.7,7.6
English Sherry Trifle,1,0,0,0,5527.5,238.5,136.2,3757.8,744.8,22.4,481.2,85.6
English Trifle,1,0,0,0,347.8,20.5,12,206.1,33.8,0.3,11.7,6.4
Forepaughs English Trifle,1,0,0,0,874.5,41.2,21.2,197.7,116,23.5,67.5,13.6
Lemonade Cake Trifle,1,0,0,0,3388,31,7.4,5808,766.2,25.6,117.8,27.8
Queen's Speech Peach Trifle,1,0,0,0,1302.8,4.9,2.9,1553.1,268.4,2,198,32.4
Rich Raspberry Trifle,1,0,0,0,1784.6,121.3,70.5,375.5,152.1,30.4,75,33.9
Christmas Trifle,1,0,0,0,5730.2,327.9,184.8,1179.7,498.4,4.3,345.9,104.9
Di's Mango Mousse Trifle,1,0,0,0,421.4,17.8,10.5,141.2,56.8,0.4,36.3,7.1
Tempting Trifle Cheesecake,1,0,0,0,514.1,37,22.6,253.8,37.8,0.3,29.1,8.6
Sherry Trifle,1,0,0,0,207.2,14.7,9.1,82.1,14.5,0,12.4,1.9
Bread Trifle,1,0,0,0,461.7,14.9,8.7,299,79.7,5.1,45.5,7.1
Peach Melba Trifle,1,0,0,0,373.1,18,11.1,301.1,47.5,0.9,38.9,5.6
Onion Kulcha,0,1,0,0,810.5,20.4,12.1,124.8,77.9,2.8,6.4,13.4
Chicken Keema Kulcha,0,1,0,1,262.2,0.8,0.2,83.2,134.8,5.7,9.9,20.4
Kulcha,0,1,0,0,317.5,2.3,0.6,91.8,55.2,2.5,3.9,7.9
Strawberry Blender Smoothie,1,1,0,0,131.4,0.4,0.1,0.8,33.1,4.5,25,1.7
Strawberry Cheesecake,1,1,0,0,390.3,20.5,9.8,246.3,48.2,0.6,40.7,5.1
Strawberry Marbled Cheesecake,1,1,0,0,434.1,29.7,16.6,332.1,35.3,0.8,29.1,8.5
Strawberry 'n Oat Bars,1,1,0,1,261.8,12.2,2.5,204,36.2,1.8,20,3.2
Strawberry Lemonade,1,1,0,1,100.6,0.3,0,16.2,25.9,1.5,22.8,0.6
Apple Strawberry Cobbler,1,1,0,1,243.3,6.3,3.9,280.6,44.3,2,23.2,3.7
Strawberry-Banana Smoothie,1,1,0,1,163,3.9,1.6,46.2,31.7,4.5,17.7,5.3
Strawberry Shake,1,1,0,1,128.7,1.4,0.8,100,21.9,1.4,14.7,7.4
Strawberry Punch ,1,1,0,1,43.3,0.1,0,6.4,11,0.5,10.1,0.2
Strawberry Punch #2,1,1,0,1,2538.2,24.1,13.7,732.1,571.2,39.1,475,14.1
Strawberry Pecan Cookies,1,1,0,1,65.2,3.6,0.8,39.8,7.8,0.3,4,0.8
Strawberry Dump Cake,1,1,0,1,4954.7,313.2,56.3,6490.9,512.8,21.5,294.9,50.6
Strawberry Pretzel Jell-O,1,1,0,1,284.7,11.4,6.7,446.2,43.5,1.1,25,3.9
Strawberry Hazelnut Gateau,1,1,0,0,4470.9,344.9,180,629.8,368.6,47.8,274.9,68.9
Spinach and Strawberry Salad,1,1,0,0,712.2,54.7,7.6,690.6,56.4,4.4,48.3,4.8
Banana Bran Muffins with Strawberry Butter,1,1,0,0,352.3,19.4,10.5,337.5,42.7,2.4,21.1,4.5
Fresh Strawberry Pie,1,1,0,0,321.4,8.1,2,174.4,61.6,2.7,46.1,3
Strawberry Sorbet,1,1,0,0,158,1.5,0.7,44.8,35,1.9,29.9,3.8
Strawberry Jello Salad,1,1,0,0,282.6,12.4,7.6,83.8,43,4,29.7,3.9
Strawberry Angel Fluff,1,1,0,0,154.6,0.1,0,285.8,35.6,0.1,21.2,3.6
Cajun Catfish with Spicy Strawberry Sauce,1,1,0,1,1025.6,41.9,5.2,905.5,119.5,3.8,58.9,39.9
Strawberry Coulis,1,1,0,0,24.7,0.2,0,0.6,6,1.2,4.2,0.4
Strawberry Cream Pie,1,1,0,0,486,26.1,9.6,443.4,56.3,2.9,28.4,8.6
Strawberry-Rhubarb Pie,1,1,0,0,343.5,10.4,3.5,308.6,58.8,2.1,44.1,5.5
Chicken Manchurian,0,1,1,1,216,8.4,2.4,2356.2,15.4,1.4,5,20.1
Potato Manchurian,0,1,1,0,169.8,0.3,0.1,1414.1,36.6,4.7,2.8,6.8
Manchurian Shrimp (Garlic Flavored Shrimp),0,1,1,1,145.9,3.6,0.8,329.8,1.9,0.3,0.7,25.1
Baby Corn Manchurian Delight,0,1,1,0,91.3,0.6,0.1,90.1,20.3,2.4,4.7,2.6
Vegetable Manchurian - Oriental Fusion Cuisine,0,1,1,0,260.9,10,1.8,1413.9,35.2,4.7,7,8.2
Spinach Corn Manchurian,0,1,0,0,232,5,2.2,705.9,42.6,4,2.9,6.6
Cauliflower Manchurian,0,1,0,0,211.1,7.2,1,555.6,33.9,6.3,8.4,5.8
Chinese Chicken Manchurian,0,1,1,1,289,12.6,2.5,590.5,13.6,1.1,1.8,29.2
Manchurian Dip,0,1,1,0,56.6,1.1,0.1,638,11.7,0.7,9.1,1.5
Mixed Vegetable Manchurian,0,1,1,0,235.4,7.8,1.1,560.6,38.4,8.7,12,7
Chicken Manchurian,0,1,1,1,561.8,35.8,7,1475.8,25.5,1.2,14.2,35
Roasted Manchurian Cauliflower,0,1,1,0,72.2,1.8,0.2,435.2,13.9,2.5,9.1,2.6
Gobi Manchurian,1,1,1,0,254.3,14.3,2.2,68.5,28.8,5.7,6.3,5.7
Paneer Manchurian,1,0,1,0,80.8,0.2,0,213,18.5,1.2,3,2.1
Chicken Manchurian,1,1,1,1,329.5,20.3,4.3,320.3,13.3,0.5,6.5,23.3
Charishma's Cauliflower Manchurian,1,0,0,0,127.7,7.5,1.1,36.3,13.8,2.8,2.8,3.1
Gobi Manchurian (Cauliflower in a Sweet Sour Spicy Sauce),1,0,0,0,226.8,4.5,0.6,635.4,41.5,4.1,5,6.5
Ustad's Paneer Manchurian,1,0,0,0,623.5,8.1,2.4,160.5,121.9,16.7,30.3,30.2
Ustad's Veg Manchurian,1,0,0,0,681.5,17.3,5.5,340.1,103.4,18.4,28.5,38.9
Greek Mushroom Salad,1,1,0,0,36.1,2.5,0.3,30.1,3.1,0.7,1.5,1.5
Garlic Mushroom Sauce,0,1,0,0,120.3,6.5,4,741.5,4,0.5,1.1,1.8
Easy Mushroom Stroganoff,0,1,0,0,846.7,31.1,17.4,167.9,109.2,7.4,15.4,26
Creamy Mushroom and Onion Rotini,0,1,0,0,365.7,8.1,2.9,158.7,58.8,3.4,4.5,13.2
Microwaved Garlic Mushroom Rolls,0,1,0,0,1188.6,57.5,30.8,1673.3,138.2,10.2,13.5,37.8
Mushroom Risotto Patties,0,1,0,1,223.6,13.4,6.6,115.4,24.3,3,3,4.3
Barley &amp; Mushroom Stuffed Green Bell Peppers,0,1,0,1,503.9,14.9,6.6,429.6,77.9,16.5,11.7,18.1
Mushroom Torte,0,1,1,1,43.4,0.8,0.2,49,7.5,0.8,1.1,2.5
Chicken with Mushrooms,0,1,1,1,435.2,27.6,7.7,105.1,7.1,1,2.5,32.8
Mushroom Alfredo,0,1,1,1,117.9,7.5,2.8,603.9,8.3,0.5,2,4.9
Wild Mushroom Pie,0,1,1,1,387.1,29.1,17.5,398,19.3,1,1.3,13.3
Mushroom Pot Roast,0,1,1,1,128.1,5.5,0.9,119.1,17.8,3.6,5.5,3
Mushroom Red Pepper Phyllo Puffs,0,1,1,1,195.5,5.6,2.4,345.7,30.4,2.3,5.3,6.3
Zucchini and Cheese Stuffed Mushrooms,0,1,1,1,119.5,1.8,0.3,472.6,21.9,6.6,11.2,11.2
Crab-Stuffed Mushroom Bake,0,1,1,1,151,11.4,3.7,185.2,5,0.6,1.6,8
Mushroom Bruschetta,0,1,1,1,337.5,16.4,2.5,364.1,39.6,4.6,4.7,12.2
Spicy Cheese &amp; Mushroom Quesadillas,0,1,1,1,526.7,33.2,19.2,1337,37.4,2.5,5.5,20.3
Marinated Mushrooms,0,1,1,1,1210.8,109.1,15.1,155.6,47.8,4.3,35.5,9.7
Portabella Mushrooms,0,1,1,1,179.4,15.8,3.1,157.9,5.7,1.1,4,4.6
Garden Burger with Mushroom and Peppers,0,1,1,1,237.3,4.1,0.6,220.3,43.5,3.2,5.7,7.3
Northwest Mushroom Soup,0,1,1,1,282,13.1,5.8,380.9,24.5,3.1,8.8,12.3
Cheesy Mushroom Canapes,0,1,1,1,162.5,7.2,4.1,296.9,17.7,1.1,0.3,6.7
Vegetarian Mushroom Gravy,0,0,1,1,126.7,0.7,0.1,7.6,24.7,2.1,2.4,7.1
Blue Cheese and Portabella Mushroom Ragout,1,0,0,1,429.6,33.2,21.4,1831.9,9.9,0.8,1.4,24.2
"Spaghetti Squash, Tomato, Mushroom &amp; Cheese Casserole",1,0,0,1,312.2,10.9,5.7,608.2,35.8,3.2,6.4,19.7
Polenta with Wild Mushroom Sauce,1,0,0,1,232.8,6,1.3,532.9,37,3.7,3.7,5.4
Mushroom Parmesan,1,0,0,1,269.1,23.4,3.7,131,11.4,1.5,2.5,5.5
Eggplant (Aubergine) With Mushroom Stuffing,1,0,0,0,152.4,1.5,0.3,79.2,32.1,13.9,11.2,8.3
Easy Mushroom Bread,1,0,0,1,1543.6,17.4,5.7,3495,276.1,10.4,33.5,64.9
Low-Fat Angel Hair Pasta with Onion-Mushroom Sauce,1,1,0,1,280.4,4.1,0.9,375.6,50.9,3.5,4.1,10.5
Mushroom-And-Roasted Pepper Sandwich,1,1,0,1,111.5,3.4,1.1,187.1,15.2,2,3,6.9
Pigeon with Mushrooms,1,1,0,1,2470.5,201,74.4,511.8,6,0.2,0,147.9
Dried Mushroom Soup,1,1,0,0,795.9,20.7,12.8,1279.1,136,1.3,127.7,20.2
Crab-Stuffed Mushrooms,1,1,0,0,270.7,7,1.1,537.1,24.6,9.2,9.6,32.2
Cashew Mushroom Stroganoff,1,1,0,0,1606.6,80.7,30.9,1684.6,192.5,12.1,14.2,37.9
Broccoli Salad with Oven-Roasted Mushrooms,1,1,0,0,129.1,4.6,0.4,107.9,18.2,5.6,6.1,8.6
Hot Cheesy Mushroom Spread,1,0,0,0,94.5,4.8,2.5,253.3,4.3,0.5,0.7,8.7
Meringue Mushrooms,1,0,1,0,7.7,0,0,2,1.8,0,1.8,0.1
Meringue Mushrooms II,1,0,1,0,223.1,0.1,0,103.1,49.5,0,49.1,6.8
Chicken and Mushroom Casserole,1,0,1,1,829,49.4,11.3,1395,16.8,0.8,9.8,37.1
Pilze in Sahnesosse - Mushrooms in Cream Sauce,1,0,1,0,567.9,47.2,25.4,668.6,18.5,3.7,8.5,12.6
Crabby Mushrooms,1,0,1,0,34.2,1.3,0.5,431.8,3.2,0.5,0.9,2.9
Garlic-Stuffed Mushrooms,1,0,0,1,282.8,25.2,13.6,80.8,11.8,1.6,1.7,4.7
Crab Stuffed Mushrooms II,1,0,0,1,38.6,0.8,0.2,132.7,3.9,0.5,0.8,4
Chicken with Mushroom Sauce,1,0,0,1,336.3,20.4,6.2,454.1,8.4,0.7,1.5,24.8
Cheddar Mushroom Open-Face Sandwich,1,0,0,1,216.2,12.1,6.9,370,17.9,2.5,2.7,9.4
Creamy Mushroom Soup,1,0,0,1,192.4,17.4,10.3,125,7.7,1,4.1,3.2
Stuffed Mushrooms with Crabmeat,1,0,0,1,210.5,12.9,7.4,900,12.6,1.2,3.1,12.3
Chicken and Mushroom Soup,1,0,0,1,592.6,40.7,7.7,422.3,11.9,0.5,5.1,31
Broccoli and Mushroom Dip,1,0,0,1,434.3,23.8,7.7,889,29.4,6.7,10.7,31.1
Broccoli and Mushrooms in Oyster Sauce,1,0,0,1,132,7.6,1,299.8,13.6,4.6,3.7,6.3
Easy Dinner Party Marinated Mushrooms,1,0,0,1,54.1,0.2,0,151.6,7,0.8,5.1,2
Mushroom Cups,1,0,0,1,72.5,5.5,2.8,184.2,4,0.3,0.6,2.1
Mushroom Soup,1,0,0,1,59.6,3.1,1.7,39.4,6.7,1.6,3.7,2.6
Mushroom Strudel,1,0,1,1,115,8,4.7,199.8,8.1,0.8,1.3,3.4
Baked Stuffed Mushrooms Caps,1,0,1,1,101.7,8.5,3.9,117.5,3.5,0.6,1.1,3.3
Unstuffed Mushroom Dip,1,1,1,0,192.9,15,9.2,196.6,5.4,1.1,2.2,11.3
Mushroom Stuffed Flank Steak,1,1,1,0,373.8,19.7,6.6,721.3,12.4,1.6,3.7,35.6
Pancakes With Mushrooms,1,1,0,0,275.9,15.9,6.4,346.3,26.3,1.7,2.3,7.7
Pickled Mushrooms,1,1,0,0,254.3,1.6,0.2,7010.8,52.6,4.7,46.5,14.1
Baked Mushroom Casserole,1,1,0,0,216.1,12.7,5.2,593.1,16.9,2.3,6,11.7
Mashed Potatoes with Organic Mushroom Gravy,1,1,0,0,561,43,23.6,206.5,40.1,3.3,4.8,6.3
Kashmiri Kofta,1,1,0,0,434.9,17.3,8.3,1246,65.3,1.4,46,5.3
Lamb Kofta Curry,1,1,0,0,623.8,43.8,20.1,191.2,15.3,3.8,5.6,42.5
Nadru Kofta,1,1,0,0,124.2,6.9,1.7,314.3,14.2,2.3,0.9,2.5
Kofta Curry,1,1,0,0,392.5,33,21.7,458.9,23.6,7,8.2,6.3
Carrot Koftas In Creamy Dreamy Yummy Float,1,1,0,0,182.8,6.2,1.8,693.6,27.5,4.4,11,6.2
Chilli Paneer (Tofu) Kofta Naramdil - Spicy Soft Hearted Tofu,1,1,0,0,71.9,4.9,1.1,26.7,6.1,0.9,1.4,1.6
Middle Eastern Lentil &amp; Kofta Bowl by Sy,1,0,0,0,462.6,20.1,5.9,631.7,33.1,6.9,10.3,38.5
Kickin' Sweet Potato Koftas with Mango Raita,1,0,0,0,317.8,10.8,4.8,384.1,47.2,7.1,13.5,11.1
Spicy Indian Kofta,1,0,0,0,385.1,27.6,11.9,84.5,12.1,2.5,2.8,21.6
